university_name,country,qs_rank,program_name,standardized_program_name,degree_type,program_level,program_category,program_duration_years,tuition_fee_usd,scholarship_available,min_ielts_overall,min_ielts_band,toefl_score,duolingo_score,min_gpa,gre_required,min_gre_score,work_experience_required,field_requirements
Universität Hohenheim,Germany,711,Bachelor of Arts in International Relations,International Relations,BA,bachelors,social_science,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
Universität Hohenheim,Germany,711,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,700,Yes,6.0,6.5,83,100,2.7,0,0,0,Strong background in Mathematics; basic programming skills preferred
Universität Hohenheim,Germany,711,Master of Science in Cloud Computing,Cloud Computing,MSc,masters,cs,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Universität Hohenheim,Germany,711,Master of Science in Global Health,Global Health,MSc,masters,health,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Universität Hohenheim,Germany,711,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Universität Hohenheim,Germany,711,Master of Arts in International Relations,International Relations,MA,masters,social_science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Universität Hohenheim,Germany,711,Master of Business Administration,Business Administration,MBA,masters,business,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Universität Hohenheim,Germany,711,Master of Arts in Psychology,Psychology,MA,masters,social_science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Universität Hohenheim,Germany,711,Master of Science in Finance,Finance,MSc,masters,business,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Universität Hohenheim,Germany,711,Master of Arts in Sociology,Sociology,MA,masters,social_science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Universität Hohenheim,Germany,711,Master of Science in Management,Management,MSc,masters,business,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Universität Hohenheim,Germany,711,Master of Arts in Political Science,Political Science,MA,masters,social_science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Universität Hohenheim,Germany,711,Master of Science in Marketing,Marketing,MSc,masters,business,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Universität Hohenheim,Germany,711,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Universität Hohenheim,Germany,711,Master of Science in Accounting,Accounting,MSc,masters,business,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Universität Hohenheim,Germany,711,Master of Arts in Media and Communication,Media and Communication,MA,masters,social_science,2.0,700,Yes,6.5,7.0,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Universität Hohenheim,Germany,711,Master of Science in International Business,International Business,MSc,masters,business,2.0,700,No,6.5,7.0,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Science in Mechanical Engineering,Mechanical Engineering,BSc,bachelors,engineering,3.0,15000,No,5.5,6.0,74,95,2.5,0,0,0,Strong background in Mathematics and Physics required
UWE Bristol (University of the West of England),UK,721,Bachelor of Science in Computer Networks,Computer Networks,BSc,bachelors,cs,3.0,14000,No,5.5,6.0,74,95,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Education,Education,BEd,bachelors,education,4.0,13500,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; passion for teaching preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Arts in Linguistics,Linguistics,BA,bachelors,arts,3.0,13000,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Arts in Political Science,Political Science,BA,bachelors,social_science,3.0,14000,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; strong analytical and writing skills preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Science in Biotechnology,Biotechnology,BSc,bachelors,science,3.0,13000,Yes,5.5,6.0,74,95,2.5,0,0,0,Strong foundation in Mathematics and Science subjects required
UWE Bristol (University of the West of England),UK,721,Bachelor of Engineering in Biomedical Engineering,Biomedical Engineering,BEng,bachelors,engineering,4.0,15000,No,5.5,6.0,74,95,2.5,0,0,0,Strong background in Mathematics and Physics required
UWE Bristol (University of the West of England),UK,721,Bachelor of Science in Marketing,Marketing,BSc,bachelors,business,3.0,15500,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Engineering in Software Engineering,Software Engineering,BEng,bachelors,cs,4.0,14000,No,5.5,6.0,74,95,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Architecture,Architecture,BArch,bachelors,architecture,5.0,16000,No,5.5,6.0,74,95,2.5,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Fine Arts,Fine Arts,BFA,bachelors,arts,3.0,13000,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Science in Medical Laboratory Science,Medical Laboratory Science,BSc,bachelors,health,3.0,16500,No,5.5,6.0,74,95,2.5,0,0,0,Strong background in Biology and Chemistry preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Science in Chemistry,Chemistry,BSc,bachelors,science,3.0,13000,Yes,5.5,6.0,74,95,2.5,0,0,0,Strong foundation in Mathematics and Science subjects required
UWE Bristol (University of the West of England),UK,721,Bachelor of Science in Electrical Engineering,Electrical Engineering,BSc,bachelors,engineering,3.0,15000,No,5.5,6.0,74,95,2.5,0,0,0,Strong background in Mathematics and Physics required
UWE Bristol (University of the West of England),UK,721,Bachelor of Business Administration,Business Administration,BBA,bachelors,business,3.0,15500,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Arts in Early Childhood Education,Early Childhood Education,BA,bachelors,education,3.0,13500,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; passion for teaching preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Arts in Music,Music,BA,bachelors,arts,3.0,13000,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
UWE Bristol (University of the West of England),UK,721,Bachelor of Arts in International Relations,International Relations,BA,bachelors,social_science,3.0,14000,No,5.5,6.0,74,95,2.5,0,0,0,No specific background required; strong analytical and writing skills preferred
UWE Bristol (University of the West of England),UK,721,Master of Science in Nursing,Nursing,MSc,masters,health,1.0,17000,No,6.0,6.5,79,100,2.8,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
UWE Bristol (University of the West of England),UK,721,Master of Laws in International Law,International Law,LLM,masters,law,1.0,17000,Yes,6.0,6.5,79,100,2.8,0,0,0,LLB or equivalent law degree required
UWE Bristol (University of the West of England),UK,721,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,1.0,17000,No,6.0,6.5,79,100,2.8,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
UWE Bristol (University of the West of England),UK,721,Master of Science in Robotics,Robotics,MSc,masters,engineering,1.0,15000,Yes,6.0,6.5,79,100,2.8,0,0,0,Undergraduate degree in Engineering or related STEM field required
UWE Bristol (University of the West of England),UK,721,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,1.0,15000,Yes,6.0,6.5,79,100,2.8,0,0,0,Relevant undergraduate degree required; research experience preferred
UWE Bristol (University of the West of England),UK,721,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,1.0,13500,Yes,6.0,6.5,79,100,2.8,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
UWE Bristol (University of the West of England),UK,721,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,1.0,17000,No,6.0,6.5,79,100,2.8,0,0,0,Undergraduate degree in any discipline; work experience preferred
Aberystwyth University,UK,741,Bachelor of Arts in Music,Music,BA,bachelors,arts,3.0,13000,No,5.5,6.0,74,100,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
Aberystwyth University,UK,741,Bachelor of Science in Finance,Finance,BSc,bachelors,business,3.0,17000,No,5.5,6.0,74,100,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Aberystwyth University,UK,741,Bachelor of Pharmacy,Pharmacy,BPharm,bachelors,health,4.0,17000,No,5.5,6.0,74,100,2.5,0,0,0,Strong background in Biology and Chemistry preferred
Aberystwyth University,UK,741,Bachelor of Architecture,Architecture,BArch,bachelors,architecture,5.0,14000,No,5.5,6.0,74,100,2.5,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Aberystwyth University,UK,741,Bachelor of Commerce in Supply Chain Management,Supply Chain Management,BCom,bachelors,business,3.0,17000,No,5.5,6.0,74,100,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Aberystwyth University,UK,741,Bachelor of Science in Physiotherapy,Physiotherapy,BSc,bachelors,health,3.0,17000,No,5.5,6.0,74,100,2.5,0,0,0,Strong background in Biology and Chemistry preferred
Aberystwyth University,UK,741,Bachelor of Education,Education,BEd,bachelors,education,4.0,13500,No,5.5,6.0,74,100,2.5,0,0,0,No specific background required; passion for teaching preferred
Aberystwyth University,UK,741,Bachelor of Science in Chemical Engineering,Chemical Engineering,BSc,bachelors,engineering,3.0,14500,No,5.5,6.0,74,100,2.5,0,0,0,Strong background in Mathematics and Physics required
Aberystwyth University,UK,741,Bachelor of Arts in International Relations,International Relations,BA,bachelors,social_science,3.0,14500,Yes,5.5,6.0,74,100,2.5,0,0,0,No specific background required; strong analytical and writing skills preferred
Aberystwyth University,UK,741,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,14000,No,5.5,6.0,74,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Aberystwyth University,UK,741,Bachelor of Engineering in Industrial Engineering,Industrial Engineering,BEng,bachelors,engineering,4.0,14500,No,5.5,6.0,74,100,2.5,0,0,0,Strong background in Mathematics and Physics required
Aberystwyth University,UK,741,Bachelor of Fine Arts,Fine Arts,BFA,bachelors,arts,3.0,13000,No,5.5,6.0,74,100,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
Aberystwyth University,UK,741,Bachelor of Science in Artificial Intelligence,Artificial Intelligence,BSc,bachelors,cs,3.0,14000,No,5.5,6.0,74,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Aberystwyth University,UK,741,Master of Science in Nursing,Nursing,MSc,masters,health,1.0,18000,Yes,6.0,6.5,79,105,2.8,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Aberystwyth University,UK,741,Master of Laws in International Law,International Law,LLM,masters,law,1.0,17500,No,6.0,6.5,79,105,2.8,0,0,0,LLB or equivalent law degree required
Aberystwyth University,UK,741,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,1.0,15500,No,6.0,6.5,79,105,2.8,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Aberystwyth University,UK,741,Master of Science in Robotics,Robotics,MSc,masters,engineering,1.0,16000,Yes,6.0,6.5,79,105,2.8,0,0,0,Undergraduate degree in Engineering or related STEM field required
Aberystwyth University,UK,741,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,1.0,15000,No,6.0,6.5,79,105,2.8,0,0,0,Relevant undergraduate degree required; research experience preferred
Aberystwyth University,UK,741,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,1.0,13500,No,6.0,6.5,79,105,2.8,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
Aberystwyth University,UK,741,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,1.0,15500,No,6.0,6.5,79,105,2.8,0,0,0,Undergraduate degree in any discipline; work experience preferred
Victoria University,Australia,741,Bachelor of Science in Human Resource Management,Human Resource Management,BSc,bachelors,business,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Victoria University,Australia,741,Bachelor of Science in Marketing,Marketing,BSc,bachelors,business,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Victoria University,Australia,741,Bachelor of Science in Finance,Finance,BSc,bachelors,business,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Victoria University,Australia,741,Bachelor of Commerce in Accounting,Accounting,BCom,bachelors,business,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Victoria University,Australia,741,Bachelor of Science in Economics,Economics,BSc,bachelors,business,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Victoria University,Australia,741,Bachelor of Business Administration,Business Administration,BBA,bachelors,business,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; Mathematics proficiency preferred
Victoria University,Australia,741,Bachelor of Science in Computer Networks,Computer Networks,BSc,bachelors,cs,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Victoria University,Australia,741,Bachelor of Science in Artificial Intelligence,Artificial Intelligence,BSc,bachelors,cs,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Victoria University,Australia,741,Bachelor of Science in Cybersecurity,Cybersecurity,BSc,bachelors,cs,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Victoria University,Australia,741,Bachelor of Science in Information Technology,Information Technology,BSc,bachelors,cs,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Victoria University,Australia,741,Bachelor of Engineering in Software Engineering,Software Engineering,BEng,bachelors,cs,4.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Victoria University,Australia,741,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Victoria University,Australia,741,Bachelor of Science in Computer Science,Computer Science,BSc,bachelors,cs,3.0,18500,No,5.5,6.0,72,100,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
Victoria University,Australia,741,Bachelor of Science in Educational Technology,Educational Technology,BSc,bachelors,education,3.0,17000,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; passion for teaching preferred
Victoria University,Australia,741,Bachelor of Arts in Early Childhood Education,Early Childhood Education,BA,bachelors,education,3.0,17000,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; passion for teaching preferred
Victoria University,Australia,741,Bachelor of Education,Education,BEd,bachelors,education,4.0,17000,No,5.5,6.0,72,100,2.5,0,0,0,No specific background required; passion for teaching preferred
Victoria University,Australia,741,Bachelor of Design in Industrial Design,Industrial Design,BDes,bachelors,architecture,4.0,19000,No,5.5,6.0,72,100,2.5,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Victoria University,Australia,741,Bachelor of Design in Interior Design,Interior Design,BDes,bachelors,architecture,4.0,19000,No,5.5,6.0,72,100,2.5,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Victoria University,Australia,741,Master of Science in Nursing,Nursing,MSc,masters,health,1.5,19000,No,6.0,6.5,72,105,2.8,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Victoria University,Australia,741,Master of Laws in International Law,International Law,LLM,masters,law,1.5,22000,No,6.0,6.5,72,105,2.8,0,0,0,LLB or equivalent law degree required
Victoria University,Australia,741,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,1.5,18500,Yes,6.0,6.5,72,105,2.8,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Victoria University,Australia,741,Master of Science in Robotics,Robotics,MSc,masters,engineering,1.5,18500,No,6.0,6.5,72,105,2.8,0,0,0,Undergraduate degree in Engineering or related STEM field required
Victoria University,Australia,741,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,1.5,18000,No,6.0,6.5,72,105,2.8,0,0,0,Relevant undergraduate degree required; research experience preferred
Victoria University,Australia,741,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,1.5,18500,No,6.0,6.5,72,105,2.8,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
Victoria University,Australia,741,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,1.5,21000,No,6.0,6.5,72,105,2.8,0,0,0,Undergraduate degree in any discipline; work experience preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Science in Biology,Biology,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong foundation in Mathematics and Science subjects required
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Science in Environmental Science,Environmental Science,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong foundation in Mathematics and Science subjects required
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Science in Statistics,Statistics,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong foundation in Mathematics and Science subjects required
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Science in Biotechnology,Biotechnology,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong foundation in Mathematics and Science subjects required
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Nursing,Nursing,BN,bachelors,health,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Pharmacy,Pharmacy,BPharm,bachelors,health,4.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Science in Public Health,Public Health,BSc,bachelors,health,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Science in Nutrition and Dietetics,Nutrition and Dietetics,BSc,bachelors,health,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Science in Medical Laboratory Science,Medical Laboratory Science,BSc,bachelors,health,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Science in Physiotherapy,Physiotherapy,BSc,bachelors,health,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Bachelor of Arts in Psychology,Psychology,BA,bachelors,social_science,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,No specific background required; strong analytical and writing skills preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Master of Science in Nursing,Nursing,MSc,masters,health,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Master of Science in Robotics,Robotics,MSc,masters,engineering,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Undergraduate degree in Engineering or related STEM field required
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Master of Laws in International Law,International Law,LLM,masters,law,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,LLB or equivalent law degree required
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Undergraduate degree in any discipline; work experience preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Relevant undergraduate degree required; research experience preferred
Martin-Luther-Universität Halle-Wittenberg,Germany,751,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Public Health,Public Health,BSc,bachelors,health,3.0,700,No,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Civil Engineering,Civil Engineering,BSc,bachelors,engineering,3.0,700,No,5.5,6.0,83,100,2.6,0,0,0,Strong background in Mathematics and Physics required
Philipps-Universität Marburg,Germany,771,Bachelor of Engineering in Software Engineering,Software Engineering,BEng,bachelors,cs,4.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Mathematics; basic programming skills preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Arts in Philosophy,Philosophy,BA,bachelors,arts,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,No specific background required; strong language and critical thinking skills preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Pharmacy,Pharmacy,BPharm,bachelors,health,4.0,700,No,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Electrical Engineering,Electrical Engineering,BSc,bachelors,engineering,3.0,700,No,5.5,6.0,83,100,2.6,0,0,0,Strong background in Mathematics and Physics required
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Mathematics; basic programming skills preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Arts in History,History,BA,bachelors,arts,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,No specific background required; strong language and critical thinking skills preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Nursing,Nursing,BN,bachelors,health,3.0,700,No,5.5,6.0,83,100,2.6,0,0,0,Strong background in Biology and Chemistry preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Mechanical Engineering,Mechanical Engineering,BSc,bachelors,engineering,3.0,700,No,5.5,6.0,83,100,2.6,0,0,0,Strong background in Mathematics and Physics required
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Computer Science,Computer Science,BSc,bachelors,cs,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong background in Mathematics; basic programming skills preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Arts in Media and Journalism,Media and Journalism,BA,bachelors,arts,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,No specific background required; strong language and critical thinking skills preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Biotechnology,Biotechnology,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong foundation in Mathematics and Science subjects required
Philipps-Universität Marburg,Germany,771,Bachelor of Commerce in Supply Chain Management,Supply Chain Management,BCom,bachelors,business,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,No specific background required; Mathematics proficiency preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Educational Technology,Educational Technology,BSc,bachelors,education,3.0,700,No,5.5,6.0,83,100,2.6,0,0,0,No specific background required; passion for teaching preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Fine Arts,Fine Arts,BFA,bachelors,arts,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,No specific background required; strong language and critical thinking skills preferred
Philipps-Universität Marburg,Germany,771,Bachelor of Science in Statistics,Statistics,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,Strong foundation in Mathematics and Science subjects required
Philipps-Universität Marburg,Germany,771,Bachelor of Science in International Business,International Business,BSc,bachelors,business,3.0,700,Yes,5.5,6.0,83,100,2.6,0,0,0,No specific background required; Mathematics proficiency preferred
Philipps-Universität Marburg,Germany,771,Master of Arts in History,History,MA,masters,arts,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Relevant undergraduate degree in Humanities required
Philipps-Universität Marburg,Germany,771,Master of Education,Education,MEd,masters,education,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
Philipps-Universität Marburg,Germany,771,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Philipps-Universität Marburg,Germany,771,Master of Science in Electrical Engineering,Electrical Engineering,MSc,masters,engineering,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Undergraduate degree in Engineering or related STEM field required
Philipps-Universität Marburg,Germany,771,Master of Science in Environmental Science,Environmental Science,MSc,masters,science,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Undergraduate degree in relevant Science field required
Philipps-Universität Marburg,Germany,771,Master of Arts in Psychology,Psychology,MA,masters,social_science,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Relevant undergraduate degree required; research experience preferred
Philipps-Universität Marburg,Germany,771,Master of Laws,Law,LLM,masters,law,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,LLB or equivalent law degree required
Philipps-Universität Marburg,Germany,771,Master of Science in Computer Science,Computer Science,MSc,masters,cs,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Philipps-Universität Marburg,Germany,771,Master of Science in Management,Management,MSc,masters,business,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Undergraduate degree in any discipline; work experience preferred
Philipps-Universität Marburg,Germany,771,Master of Science in Aerospace Engineering,Aerospace Engineering,MSc,masters,engineering,2.0,700,Yes,6.0,6.5,88,105,2.9,0,0,0,Undergraduate degree in Engineering or related STEM field required
Carleton University,Canada,781,Bachelor of Arts in Linguistics,Linguistics,BA,bachelors,arts,3.0,15000,No,6.0,6.5,81,110,2.5,0,0,0,No specific background required; strong language and critical thinking skills preferred
Carleton University,Canada,781,Bachelor of Laws in Corporate Law,Corporate Law,LLB,bachelors,law,3.0,17000,Yes,6.0,6.5,81,110,2.5,0,0,0,No specific background required; strong analytical skills preferred
Carleton University,Canada,781,Bachelor of Design in Industrial Design,Industrial Design,BDes,bachelors,architecture,4.0,14000,No,6.0,6.5,81,110,2.5,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Carleton University,Canada,781,Bachelor of Science in Computer Science,Computer Science,BSc,bachelors,cs,3.0,15500,No,6.0,6.5,81,110,2.5,0,0,0,Strong background in Mathematics; basic programming skills preferred
