University,City,State,Location,SAT_Min,SAT_Max,SAT_Avg,ACT_Min,ACT_Max,ACT_Avg,Tuition_USD,Institution_Type,Deadline,Average_GPA,TOEFL_Min,IELTS_Min,Scholarship_Mentioned,Scholarship_Amount_Examples,Scholarship_Percentages,URL,GPA_Min
Southern Illinois University Edwardsville,Edwardsville,IL,"Edwardsville, IL",950,1190,1070,20,27,24,12900,Public University,1-Mar,2.98,79,6.5,1,3963-6482,19,http://siue.edu/,2.75
Southern Illinois University-Carbondale,Carbondale,IL,"Carbondale, IL",900,1160,1030,18,25,22,13300,Public University,1-Mar,2.9,71,6,1,1104-2112,22,https://siu.edu/,2.75
Southern Maine Community College,South Portland,ME,"South Portland, ME",850,1000,925,17,21,19,7000,Public Community College,Rolling,3.17,61,5.5,1,1119-2450,16,http://smccme.edu/,0
Southern New Hampshire University,Manchester,NH,"Manchester, NH",950,1120,1030,20,24,22,17200,Private University,1-Jan,2.92,80,6.5,1,5275-7299,15,http://snhu.edu/,2.75
Southern University and A & M College,Baton Rouge,LA,"Baton Rouge, LA",790,1020,900,15,19,17,17300,Public University,30-Nov,2.75,82,6.5,1,1104-2112,22,https://www.subr.edu/,2.75
Southern University at New Orleans,New Orleans,LA,"New Orleans, LA",820,1050,940,15,20,18,17000,Public University,30-Nov,2.81,74,6,1,1104-2112,22,https://www.suno.edu/,2.75
Southern University at Shreveport,Shreveport,LA,"Shreveport, LA",850,960,905,17,20,18,5000,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.susla.edu/,0
Southwest Baptist University,Bolivar,MO,"Bolivar, MO",810,1210,1010,17,26,22,30600,Private University,1-Jan,2.87,71,6,1,7898-15568,34,http://sbuniv.edu/,2.75
Southwest Minnesota State University,Marshall,MN,"Marshall, MN",980,1120,1050,16,23,20,10400,Public University,1-Feb,2.97,79,6.5,1,4582-8337,24,http://smsu.edu/,2.75
Southwest Mississippi Community College,Summit,MS,"Summit, MS",835,960,897,17,20,18,6800,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.smcc.edu/,0
"Southwestern College (Chula Vista, CA)",Chula Vista,CA,"Chula Vista, CA",830,950,890,17,20,18,10600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.swccd.edu/,0
"Southwestern College (Santa Fe, NM)",Santa Fe,NM,"Santa Fe, NM",1090,1250,1180,23,27,25,38900,Private University,1-Jan,3.32,80,6.5,1,1104-2112,22,https://www.swc.edu/,2.75
"Southwestern College (Winfield, KS)",Winfield,KS,"Winfield, KS",1090,1250,1160,23,27,25,39800,Private University,1-Jan,3.28,80,6.5,1,1104-2112,22,https://www.sckans.edu/,2.75
Southwestern Community College,Creston,IA,"Creston, IA",835,965,900,17,20,18,8300,Public Community College,Rolling,3.17,61,5.5,1,1689-2318,12,http://swcciowa.edu/,0
Southwestern Illinois College,Belleville,IL,"Belleville, IL",830,985,907,17,21,19,6700,Public Community College,Rolling,3.17,61,5.5,1,5337-16369,29,http://swic.edu/,0
Southwestern Indian Polytechnic Institute,Albuquerque,NM,"Albuquerque, NM",855,995,925,17,21,19,1100,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.sipi.edu/,0
Southwestern Law School,Los Angeles,CA,"Los Angeles, CA",1090,1240,1170,23,27,25,35700,Private University,1-Jan,3.23,80,6.5,1,1104-2112,22,https://www.swlaw.edu/,2.75
Southwestern Michigan College,Dowagiac,MI,"Dowagiac, MI",825,955,890,17,20,18,8400,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.swmich.edu/,0
Spa Tech Institute-Westbrook,Westbrook,ME,"Westbrook, ME",960,1075,1017,20,23,22,19100,Private University,Rolling,2.47,80,6.5,1,1104-2112,22,https://www.spatech.edu/,0
Spalding University,Louisville,KY,"Louisville, KY",880,1040,960,15,22,18,29200,Private University,1-Feb,2.76,71,6,1,1104-2112,22,https://www.spalding.edu/,2.75
Spartan College of Aeronautics and Technology,Broomfield,CO,"Broomfield, CO",810,950,880,16,20,18,20200,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.spartan.edu/,0
Spelman College,Atlanta,GA,"Atlanta, GA",1110,1320,1210,22,29,26,31600,Private University,1-Jan,3.35,80,6.5,1,6313-10825,29,http://spelman.edu/,3
Spertus College,Chicago,IL,"Chicago, IL",1110,1250,1170,24,27,26,38300,Private University,1-Feb,3.29,80,6.5,1,1104-2112,22,https://www.spertus.edu/,2.75
Spoon River College,Canton,IL,"Canton, IL",815,965,890,16,20,18,13500,Public Community College,Rolling,3.17,61,5.5,1,8307-13480,29,http://src.edu/,0
Spring Arbor University,Spring Arbor,MI,"Spring Arbor, MI",1010,1240,1120,16,22,19,34000,Private University,1-Feb,3.19,79,6.5,1,1104-2112,22,https://www.arbor.edu/,2.75
Spring Hill College,Mobile,AL,"Mobile, AL",1050,1190,1120,17,29,23,24100,Private University,15-Jan,3.19,79,6.5,1,1104-2112,22,https://www.shc.edu/,2.75
Springfield College,Springfield,MA,"Springfield, MA",1080,1330,1200,27,29,28,45200,Private University,15-Jan,3.31,80,6.5,1,5902-15201,40,http://springfieldcollege.edu/,3
Springfield Technical Community College,Springfield,MA,"Springfield, MA",815,940,877,16,20,18,11100,Public Community College,Rolling,3.17,61,5.5,1,1704-2339,13,http://stcc.edu/,0
St Catherine University,Saint Paul,MN,"Saint Paul, MN",850,1140,1000,20,26,23,51500,Private University,1-Feb,2.84,71,6,1,1104-2112,22,https://www.stkate.edu/,2.75
St Clair County Community College,Port Huron,MI,"Port Huron, MI",850,960,905,17,20,18,12200,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.sc4.edu/,0
St Cloud Technical and Community College,Saint Cloud,MN,"Saint Cloud, MN",825,965,895,17,20,18,6100,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.sctcc.edu/,0
St Joseph School of Nursing,Nashua,NH,"Nashua, NH",850,965,907,17,20,18,23400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.sjson.edu/,0
St Louis College of Health Careers-St Louis,Saint Louis,MO,"Saint Louis, MO",980,1085,1032,21,23,22,17100,Private University,Rolling,2.7,80,6.5,1,1104-2112,22,https://www.slchc.edu/,0
St Luke's College,Sioux City,IA,"Sioux City, IA",910,1050,980,17,23,20,24200,Private University,1-Jan,2.82,71,6,1,1104-2112,22,https://www.stlukescollege.edu/,2.75
St Olaf College,Northfield,MN,"Northfield, MN",1300,1470,1380,28,32,30,59800,Private University,1-Jan,3.64,90,7,1,1104-2112,22,https://wp.stolaf.edu/,3.3
St Paul's School of Nursing-Queens,Rego Park,NY,"Rego Park, NY",845,995,920,17,21,19,17400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.stpaulsschoolofnursing.edu/,0
St Petersburg College,St. Petersburg,FL,"St. Petersburg, FL",1060,1230,1140,23,27,25,9300,Public University,1-Feb,3.19,79,6.5,1,1104-2112,22,https://www.spcollege.edu/,2.75
St. Augustine College,Chicago,IL,"Chicago, IL",1080,1230,1160,23,27,25,13700,Private University,1-Jan,3.19,80,6.5,1,1104-2112,22,https://www.staugustine.edu/,2.75
St. John Vianney College Seminary,Miami,FL,"Miami, FL",990,1130,1050,21,24,22,25500,Private University,15-Jan,2.96,80,6.5,1,1104-2112,22,https://www.sjvcs.edu/,2.75
St. John's College,Annapolis,MD,"Annapolis, MD",1270,1440,1360,27,32,30,40700,Private University,15-Jan,3.63,90,7,1,1104-2112,22,https://www.sjc.edu/,3.3
St. John's College-Department of Nursing,Springfield,IL,"Springfield, IL",1090,1240,1170,23,27,25,38100,Private University,15-Jan,3.28,80,6.5,1,1104-2112,22,https://www.hshs.org/stjohnscollege/,2.75
St. Mary's College of Maryland,St. Mary's City,MD,"St. Mary's City, MD",1140,1340,1240,26,31,28,31400,Public University,30-Nov,3.39,80,6.5,1,1104-2112,22,https://www.smcm.edu/,3
St. Thomas University,Miami Gardens,FL,"Miami Gardens, FL",950,1120,1040,20,24,22,34800,Private University,15-Jan,2.95,80,6.5,1,1104-2112,22,https://www.stu.edu/,2.75
Starr King School for the Ministry,Oakland,CA,"Oakland, CA",1080,1240,1160,23,27,25,34900,Private University,1-Jan,3.2,80,6.5,1,5580-8338,20,http://sksm.edu/,2.75
State College of Florida-Manatee-Sarasota,Bradenton,FL,"Bradenton, FL",1080,1220,1140,23,27,25,11600,Public University,Rolling,3.2,79,6.5,1,1104-2112,22,https://www.scf.edu/,2.75
State Fair Community College,Sedalia,MO,"Sedalia, MO",855,965,910,17,20,18,7400,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.sfccmo.edu/,0
State Technical College of Missouri,Linn,MO,"Linn, MO",840,950,895,17,20,18,14600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.statetechmo.edu/,0
Stephens College,Columbia,MO,"Columbia, MO",1040,1200,1120,22,26,24,28300,Private University,1-Feb,3.12,80,6.5,1,1104-2112,22,https://www.stephens.edu/,2.75
Sterling College,Sterling,KS,"Sterling, KS",1160,1290,1220,25,28,26,33700,Private University,1-Jan,3.32,80,6.5,1,8174-19138,36,http://sterling.edu/,3
Stetson University,DeLand,FL,"DeLand, FL",1060,1270,1160,21,28,24,57400,Private University,15-Jan,3.2,80,6.5,1,3093-9118,19,https://stetson.edu/,3
Steven Papageorge Hair Academy,Chicago,IL,"Chicago, IL",935,1065,1000,19,23,21,17200,Private University,Rolling,2.61,80,6.5,1,1104-2112,22,https://stevenpapageorgehairacademy.com/,0
Stevens Institute of Technology,Hoboken,NJ,"Hoboken, NJ",1380,1500,1440,31,34,32,63500,Private University,1-Jan,3.82,90,7,1,4316-7838,23,http://stevens.edu/,3.3
Stevens-The Institute of Business & Arts,Saint Louis,MO,"Saint Louis, MO",940,1060,1000,20,23,22,14300,Private University,Rolling,2.59,80,6.5,1,1104-2112,22,https://www.siba.edu/,2.75
Stevenson University,Owings Mills,MD,"Owings Mills, MD",1030,1180,1110,22,26,24,40600,Private University,1-Jan,3.1,80,6.5,1,1104-2112,22,https://www.stevenson.edu/,2.75
Stevensons Academy of Hair Design,New Orleans,LA,"New Orleans, LA",965,1090,1027,20,23,22,19000,Private University,Rolling,2.65,80,6.5,1,1104-2112,22,https://www.stevenson-academy.com/,0
Stillman College,Tuscaloosa,AL,"Tuscaloosa, AL",1090,1240,1170,23,27,25,12100,Private University,15-Jan,3.21,80,6.5,1,1104-2112,22,https://stillman.edu/,2.75
Stockton University,Galloway,NJ,"Galloway, NJ",1030,1230,1130,21,25,23,24500,Public University,1-Feb,3.13,79,6.5,1,1104-2112,22,https://www.stockton.edu/,2.75
Stonehill College,Easton,MA,"Easton, MA",1180,1320,1240,26,29,28,57500,Private University,1-Jan,3.44,80,6.5,1,1104-2112,22,https://www.stonehill.edu/,2.75
Strayer University-District of Columbia,Washington,DC,"Washington, DC",960,1100,1030,20,24,22,13900,Private University,Rolling,2.76,80,6.5,1,1104-2112,22,https://www.strayer.edu/campus-locations/district-columbia/washington,2.75
Suffolk University,Boston,MA,"Boston, MA",1090,1300,1200,24,28,26,47600,Private University,1-Jan,3.25,80,6.5,1,2286-7724,21,http://suffolk.edu/,3
Sullivan University,Louisville,KY,"Louisville, KY",950,1070,1010,20,23,22,15500,Private University,Rolling,2.45,80,6.5,1,3029-10013,20,http://sullivan.edu/,2.75
Summit Academy Opportunities Industrialization Center,Minneapolis,MN,"Minneapolis, MN",1090,1240,1170,23,27,25,35300,Private University,1-Jan,3.23,80,6.5,1,1104-2112,22,https://www.saoic.org/,0
Summit Christian College,Gering,NE,"Gering, NE",1220,1370,1280,27,30,28,8300,Private University,1-Jan,3.51,80,6.5,1,1104-2112,22,https://www.summitcc.edu/,3
Summit Salon Academy Kansas City,Independence,MO,"Independence, MO",935,1050,992,19,22,20,16700,Private University,Rolling,2.6,80,6.5,1,1104-2112,22,https://www.summitsalonacademykc.com/,0
Summit Salon Academy-Lexington,Lexington,KY,"Lexington, KY",965,1095,1030,20,23,22,16700,Private University,Rolling,2.43,80,6.5,1,1104-2112,22,https://www.summitsalonacademy.org/,0
Suncoast Technical College,Sarasota,FL,"Sarasota, FL",835,965,900,17,20,18,10500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.sarasotacountyschools.net/o/stcsmc,0
Tabor College,Hillsboro,KS,"Hillsboro, KS",1120,1280,1190,24,28,26,36200,Private University,1-Jan,3.32,80,6.5,1,1104-2112,22,https://tabor.edu/,2.75
Taft College,Taft,CA,"Taft, CA",1060,1200,1140,23,26,24,10900,Public University,1-Feb,3.19,79,6.5,1,5988-17764,25,http://taftcollege.edu/,2.75
Talladega College,Talladega,AL,"Talladega, AL",1040,1200,1110,22,26,24,15600,Private University,1-Jan,3.14,80,6.5,1,1104-2112,22,https://www.talladega.edu/,2.75
Tallahassee State College,Tallahassee,FL,"Tallahassee, FL",1060,1210,1130,23,26,24,8100,Public University,30-Nov,3.11,79,6.5,1,1104-2112,22,https://www.tsc.fl.edu/,2.75
Talmudic College of Florida,Miami Beach,FL,"Miami Beach, FL",1070,1250,1160,23,27,25,16800,Private University,1-Feb,3.2,80,6.5,1,1104-2112,22,https://www.talmudicu.edu/,2.75
Talmudical Academy-New Jersey,Adelphia,NJ,"Adelphia, NJ",1150,1300,1220,25,29,27,15800,Private University,1-Jan,3.29,80,6.5,1,1104-2112,22,https://talmudicalacademynj.com/,3
Taylor Business Institute,Chicago,IL,"Chicago, IL",825,955,890,17,20,18,12000,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.tbiil.edu/,0
Taylor Institute of Cosmetology II,Knox,IN,"Knox, IN",935,1050,992,19,22,20,17800,Private University,Rolling,2.61,80,6.5,1,1104-2112,22,https://www.kbc.edu/,0
Taylor University,Upland,IN,"Upland, IN",1070,1330,1200,24,31,28,40500,Private University,15-Jan,3.28,80,6.5,1,1104-2112,22,https://www.taylor.edu/,3
Technical College of the Rockies,Delta,CO,"Delta, CO",1080,1210,1140,23,26,24,22100,Public University,30-Nov,3.18,79,6.5,1,1104-2112,22,https://www.tcr.edu/,0
Telshe Yeshiva-Chicago,Chicago,IL,"Chicago, IL",1000,1140,1060,21,25,23,15000,Private University,1-Feb,3.05,80,6.5,1,1104-2112,22,https://telsheyeshivachicago.com/,2.75
The Ailey School,New York,NY,"New York, NY",875,1005,940,18,21,20,14800,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://ailey.org/training,0
The Catholic University of America,Washington,DC,"Washington, DC",1100,1270,1180,24,28,26,58400,Private University,1-Jan,3.31,80,6.5,1,8535-14538,25,http://cua.edu/,2.75
The Chicago School at Chicago,Chicago,IL,"Chicago, IL",1220,1370,1300,27,30,28,21800,Private University,1-Feb,3.55,80,6.5,1,1104-2112,22,https://www.thechicagoschool.edu/in-the-community/locations/,3
The College of Idaho,Caldwell,ID,"Caldwell, ID",1070,1280,1180,23,31,27,37800,Private University,15-Jan,3.3,80,6.5,1,6664-17786,33,http://collegeofidaho.edu/,3
The College of New Jersey,Ewing,NJ,"Ewing, NJ",1140,1340,1240,26,31,28,25800,Public University,15-Jan,3.36,80,6.5,1,7767-12928,26,http://tcnj.edu/,3
The College of Saint Scholastica,Duluth,MN,"Duluth, MN",1050,1190,1120,19,25,22,41800,Private University,15-Jan,3.13,79,6.5,1,5215-9227,27,http://css.edu/,2.75
The College of the Florida Keys,Key West,FL,"Key West, FL",1060,1220,1140,23,27,25,13200,Public University,15-Jan,3.19,79,6.5,1,1104-2112,22,https://www.cfk.edu/,2.75
The Colleges of Law at Ventura,Ventura,CA,"Ventura, CA",1080,1250,1170,23,27,25,37400,Private University,1-Jan,3.27,80,6.5,1,1104-2112,22,https://www.collegesoflaw.edu/,2.75
The Cooper Union for the Advancement of Science and Art,New York,NY,"New York, NY",1300,1500,1400,28,34,31,46800,Private University,15-Jan,3.75,90,7,1,1104-2112,22,https://www.cooper.edu/,3.3
The Landing School,Arundel,ME,"Arundel, ME",860,995,927,18,21,20,29100,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.landingschool.edu/,0
The Master's University and Seminary,Santa Clarita,CA,"Santa Clarita, CA",1030,1180,1110,22,26,24,39000,Private University,15-Jan,3.12,80,6.5,1,1104-2112,22,https://www.masters.edu/,2.75
The Michigan Barber School,Detroit,MI,"Detroit, MI",835,955,895,17,20,18,10000,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.michiganbarberschool.org/,0
The New England Conservatory of Music,Boston,MA,"Boston, MA",1210,1350,1280,26,30,28,60800,Private University,1-Jan,3.44,80,6.5,1,1104-2112,22,https://necmusic.edu/,3
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,"Cedar Falls, IA",945,1085,1015,20,23,22,17400,Private University,Rolling,2.68,80,6.5,1,1104-2112,22,https://tspacedarfalls.com/,0
The School of Architecture,Scottsdale,AZ,"Scottsdale, AZ",1080,1250,1170,23,27,25,36300,Private University,1-Feb,3.25,80,6.5,1,1104-2112,22,https://tsoa.edu/,2.75
The Southern Baptist Theological Seminary,Louisville,KY,"Louisville, KY",1010,1230,1120,19,27,23,11000,Private University,1-Jan,3.08,79,6.5,1,5996-12678,19,http://sbts.edu/,2.75
The University of Alabama,Tuscaloosa,AL,"Tuscaloosa, AL",1170,1400,1280,24,31,28,34200,Public University,15-Jan,3.44,84,6.5,1,1104-2112,22,https://www.ua.edu/,3
The University of Montana,Missoula,MT,"Missoula, MT",1120,1260,1190,23,28,26,33700,Public University,15-Jan,3.28,80,6.5,1,1104-2112,22,https://www.umt.edu/,3
The University of Montana-Western,Dillon,MT,"Dillon, MT",970,1120,1050,20,24,22,20100,Public University,15-Jan,3,79,6.5,1,1104-2112,22,https://umwestern.edu/,2.75
The University of Olivet,Olivet,MI,"Olivet, MI",1040,1200,1110,22,26,24,34100,Private University,15-Jan,3.12,80,6.5,1,1104-2112,22,https://www.uolivet.edu/,2.75
The University of Tampa,Tampa,FL,"Tampa, FL",1180,1340,1250,26,30,28,34400,Private University,15-Jan,3.38,80,6.5,1,1104-2112,22,https://www.ut.edu/,3
The Wright Institute,Berkeley,CA,"Berkeley, CA",1080,1230,1170,23,27,25,35900,Private University,1-Jan,3.24,80,6.5,1,1104-2112,22,https://www.wi.edu/,2.75
Thomas Aquinas College,Santa Paula,CA,"Santa Paula, CA",1220,1400,1310,28,33,30,30200,Private University,15-Jan,3.58,84,6.5,1,1104-2112,22,https://thomasaquinas.edu/,3.3
Thomas College,Waterville,ME,"Waterville, ME",980,1140,1050,21,25,23,31800,Private University,1-Jan,2.97,80,6.5,1,1104-2112,22,https://www.thomas.edu/,2.75
Thomas Edison State University,Trenton,NJ,"Trenton, NJ",1080,1220,1150,23,27,25,8900,Public University,1-Mar,3.24,79,6.5,1,1104-2112,22,https://www.tesu.edu/,2.75
Thomas Jefferson School of Law,San Diego,CA,"San Diego, CA",1090,1240,1170,23,27,25,38000,Private University,1-Jan,3.28,80,6.5,1,1104-2112,22,https://www.tjsl.edu/,2.75
Thomas M Cooley Law School,Lansing,MI,"Lansing, MI",1090,1250,1170,23,27,25,37000,Private University,1-Jan,3.26,80,6.5,1,1104-2112,22,https://cooley.edu/,2.75
Thomas More College of Liberal Arts,Merrimack,NH,"Merrimack, NH",1090,1240,1170,23,27,25,30400,Private University,1-Jan,3.25,80,6.5,1,1104-2112,22,https://www.thomasmorecollege.edu/,2.75
Thomas More University,Crestview Hills,KY,"Crestview Hills, KY",1030,1230,1130,21,27,24,39800,Private University,1-Jan,3.2,79,6.5,1,1104-2112,22,https://www.thomasmore.edu/,2.75
Thomas University,Thomasville,GA,"Thomasville, GA",990,1220,1100,20,24,22,11600,Private University,1-Jan,3.08,79,6.5,1,3865-9781,17,http://thomasu.edu/,2.75
Three Rivers College,Poplar Bluff,MO,"Poplar Bluff, MO",850,970,910,17,20,18,6200,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://trcc.edu/,0
Toccoa Falls College,Toccoa Falls,GA,"Toccoa Falls, GA",1010,1230,1120,18,24,21,24000,Private University,1-Feb,3.18,79,6.5,1,1104-2112,22,https://tfc.edu/,2.75
Tom P. Haney Technical College,Panama City,FL,"Panama City, FL",1060,1190,1130,23,26,24,21100,Public University,30-Nov,3.12,79,6.5,1,1104-2112,22,https://www.haney.edu/,0
Tougaloo College,Tougaloo,MS,"Tougaloo, MS",1100,1270,1180,24,28,26,12400,Private University,15-Jan,3.24,80,6.5,1,1104-2112,22,https://www.tougaloo.edu/,3
Towson University,Towson,MD,"Towson, MD",950,1240,1090,19,27,23,29800,Public University,1-Feb,3.07,79,6.5,1,5789-9552,25,http://towson.edu/,2.75
Transylvania University,Lexington,KY,"Lexington, KY",1120,1380,1250,24,30,27,46900,Private University,1-Jan,3.41,84,6.5,1,1104-2112,22,https://www.transy.edu/,3
Traviss Technical College,Lakeland,FL,"Lakeland, FL",1070,1200,1140,23,26,24,21400,Public University,15-Jan,3.16,79,6.5,1,1104-2112,22,https://www.traviss.edu/,0
Tricoci University of Beauty Culture,Urbana,IL,"Urbana, IL",930,1035,982,19,22,20,19200,Private University,Rolling,2.54,80,6.5,1,1104-2112,22,https://www.tricociuniversity.edu/,0
Tricoci University of Beauty Culture-Highland,Highland,IN,"Highland, IN",955,1055,1005,20,22,21,19200,Private University,Rolling,2.61,80,6.5,1,1104-2112,22,https://www.tricociuniversity.edu/,0
Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,"Lafayette, IN",955,1055,1005,20,22,21,19200,Private University,Rolling,2.48,80,6.5,1,1104-2112,22,https://www.tricociuniversity.edu/,0
Trine University,Angola,IN,"Angola, IN",1020,1170,1100,22,25,24,36600,Private University,1-Feb,3.1,80,6.5,1,2908-7179,25,http://trine.edu/,2.75
Trinidad State College,Trinidad,CO,"Trinidad, CO",1070,1220,1140,23,27,25,7300,Public University,Rolling,3.19,79,6.5,1,1104-2112,22,https://www.trinidadstate.edu/,2.75
Trinity Baptist College,Jacksonville,FL,"Jacksonville, FL",780,1010,890,16,20,18,15100,Private University,1-Jan,2.64,82,6.5,1,1104-2112,22,https://www.tbc.edu/,2.75
Trinity Christian College,Palos Heights,IL,"Palos Heights, IL",1050,1320,1180,20,25,22,20600,Private University,1-Feb,3.3,80,6.5,1,8688-14748,31,http://trnty.edu/,3
Trinity College,Hartford,CT,"Hartford, CT",1300,1470,1380,30,34,32,70800,Private University,1-Feb,3.71,90,7,1,6566-15546,35,http://trincoll.edu/,3.3
Trinity College of Florida,Trinity,FL,"Trinity, FL",980,1120,1050,21,24,22,16300,Private University,1-Feb,2.95,80,6.5,1,1104-2112,22,https://trinitycollege.edu/,2.75
Trinity College of Nursing & Health Sciences,Rock Island,IL,"Rock Island, IL",1090,1250,1160,23,27,25,34600,Private University,1-Feb,3.19,80,6.5,1,1104-2112,22,https://www.trinitycollegeqc.edu/,2.75
Trinity International University-Illinois,Deerfield,IL,"Deerfield, IL",990,1150,1070,21,25,23,12300,Private University,15-Jan,3.07,80,6.5,1,1104-2112,22,https://www.tiu.edu/,2.75
Trinity Law School,Santa Ana,CA,"Santa Ana, CA",1080,1240,1170,23,27,25,35200,Private University,15-Jan,3.22,80,6.5,1,1104-2112,22,https://www.tiu.edu/law,2.75
Trinity Washington University,Washington,DC,"Washington, DC",950,1090,1030,20,23,22,26600,Private University,15-Jan,2.92,80,6.5,1,1104-2112,22,https://www2.trinitydc.edu/,2.75
Triton College,River Grove,IL,"River Grove, IL",820,955,887,17,20,18,15300,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.triton.edu/,0
Troy University,Troy,AL,"Troy, AL",940,1210,1080,18,25,22,20400,Public University,15-Jan,3.1,79,6.5,1,2812-5943,23,http://troy.edu/,2.75
Truckee Meadows Community College,Reno,NV,"Reno, NV",1070,1240,1150,23,27,25,12000,Public University,1-Feb,3.24,79,6.5,1,1666-2797,10,http://tmcc.edu/,2.75
Truett McConnell University,Cleveland,GA,"Cleveland, GA",1070,1200,1140,23,26,24,26800,Private University,15-Jan,3.21,80,6.5,1,1104-2112,22,https://truett.edu/,2.75
Truman State University,Kirksville,MO,"Kirksville, MO",1170,1370,1270,25,31,28,18600,Public University,1-Feb,3.48,84,6.5,1,5798-11006,18,http://truman.edu/,3
Tulane University of Louisiana,New Orleans,LA,"New Orleans, LA",1400,1520,1460,31,34,32,68700,Private University,15-Jan,3.87,100,7,1,1104-2112,22,https://tulane.edu/,3.5
Tuskegee University,Tuskegee,AL,"Tuskegee, AL",1050,1190,1120,18,25,22,25400,Private University,15-Jan,3.08,79,6.5,1,5185-11124,22,http://tuskegee.edu/,2.75
Twin City Beauty College,Saint Joseph,MI,"Saint Joseph, MI",935,1075,1005,19,23,21,17200,Private University,Rolling,2.52,80,6.5,1,1104-2112,22,https://tcbeautycollege.com/,0
UCNJ Union College of Union County New Jersey,Cranford,NJ,"Cranford, NJ",810,925,867,16,19,18,9500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.ucc.edu/,0
UEI College-Huntington Park,Huntington Park,CA,"Huntington Park, CA",950,1055,1002,20,22,21,19200,Private University,Rolling,2.47,80,6.5,1,1104-2112,22,https://www.uei.edu/,0
Union Adventist University,Lincoln,NE,"Lincoln, NE",990,1140,1060,21,25,23,29300,Private University,1-Jan,3.05,80,6.5,1,1104-2112,22,https://www.uau.edu/,2.75
Union Commonwealth University,Barbourville,KY,"Barbourville, KY",910,1050,980,15,22,18,30900,Private University,15-Jan,2.81,71,6,1,1104-2112,22,https://www.unionky.edu/,2.75
United States Air Force Academy,USAF Academy,CO,"USAF Academy, CO",1230,1440,1340,26,33,30,21200,Public University,1-Feb,3.54,84,6.5,1,1104-2112,22,https://www.usafa.edu/,3.3
United States Coast Guard Academy,New London,CT,"New London, CT",1240,1400,1320,27,32,30,23100,Public University,1-Feb,3.58,84,6.5,1,1104-2112,22,https://www.uscga.edu/,3.3
United States Naval Academy,Annapolis,MD,"Annapolis, MD",1210,1410,1310,25,31,28,22600,Public University,1-Feb,3.54,84,6.5,1,4068-7148,21,http://usna.edu/,3.3
United States Sports University,Daphne,AL,"Daphne, AL",1090,1240,1160,23,27,25,13800,Private University,1-Jan,3.16,80,6.5,1,1104-2112,22,https://www.ussa.edu/,2.75
United Theological Seminary of the Twin Cities,St. Paul,MN,"St. Paul, MN",1090,1250,1170,23,27,25,35700,Private University,1-Feb,3.23,80,6.5,1,4952-11313,19,http://unitedseminary.edu/,2.75
Unity Environmental University,New Gloucester,ME,"New Gloucester, ME",1100,1250,1170,24,27,26,12600,Private University,15-Jan,3.25,80,6.5,1,1104-2112,22,https://unity.edu/,2.75
UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,IA,"Des Moines, IA",860,970,915,18,20,19,9600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.unitypoint.org/join-our-team/medical-education-and-career-growth/school-of-radiologic-technology---des-moines-area-hospitals,0
Universal Technical Institute of Arizona Inc,Avondale,AZ,"Avondale, AZ",855,995,925,17,21,19,10000,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.uti.edu/,0
Universal Technical Institute-Canton,Canton,MI,"Canton, MI",850,1005,927,17,21,19,17900,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://uti.edu/,0
Universal Technical Institute-Phoenix,Avondale,AZ,"Avondale, AZ",855,965,910,17,20,18,10000,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.uti.edu/,0
University of Aesthetics & Cosmetology,El Dorado,AR,"El Dorado, AR",945,1075,1010,20,23,22,17300,Private University,Rolling,2.49,80,6.5,1,1104-2112,22,https://www.pcec.edu/,0
